file_path,file_name,country,date,burned_area_ha,total_burned_pixels,max_burned_day,relative_path
../data/raw/dataset_64_64_all_10days_final/2022/Bosnia & Herzegovina/corrected_sample_10044.nc,corrected_sample_10044.nc,Bosnia & Herzegovina,2022-03-21,15864.0,449,127,2022/Bosnia & Herzegovina/corrected_sample_10044.nc
../data/raw/dataset_64_64_all_10days_final/2022/Bosnia & Herzegovina/corrected_sample_10104.nc,corrected_sample_10104.nc,Bosnia & Herzegovina,2022-03-21,15864.0,406,127,2022/Bosnia & Herzegovina/corrected_sample_10104.nc
../data/raw/dataset_64_64_all_10days_final/2022/Croatia/corrected_sample_10172.nc,corrected_sample_10172.nc,Croatia,2022-03-21,15115.0,242,121,2022/Croatia/corrected_sample_10172.nc
../data/raw/dataset_64_64_all_10days_final/2022/Algeria/corrected_sample_10674.nc,corrected_sample_10674.nc,Algeria,2022-08-16,14990.0,189,120,2022/Algeria/corrected_sample_10674.nc
../data/raw/dataset_64_64_all_10days_final/2022/Morocco/corrected_sample_10440.nc,corrected_sample_10440.nc,Morocco,2022-07-24,14990.0,120,120,2022/Morocco/corrected_sample_10440.nc
../data/raw/dataset_64_64_all_10days_final/2022/Portugal/corrected_sample_9930.nc,corrected_sample_9930.nc,Portugal,2022-08-20,14865.0,145,119,2022/Portugal/corrected_sample_9930.nc
../data/raw/dataset_64_64_all_10days_final/2022/Spain/corrected_sample_10282.nc,corrected_sample_10282.nc,Spain,2022-06-18,14740.0,241,118,2022/Spain/corrected_sample_10282.nc
../data/raw/dataset_64_64_all_10days_final/2022/Bosnia & Herzegovina/corrected_sample_10262.nc,corrected_sample_10262.nc,Bosnia & Herzegovina,2022-03-20,14615.0,410,117,2022/Bosnia & Herzegovina/corrected_sample_10262.nc
../data/raw/dataset_64_64_all_10days_final/2022/Bosnia & Herzegovina/corrected_sample_9896.nc,corrected_sample_9896.nc,Bosnia & Herzegovina,2022-03-21,14490.0,450,116,2022/Bosnia & Herzegovina/corrected_sample_9896.nc
../data/raw/dataset_64_64_all_10days_final/2022/Montenegro/corrected_sample_10101.nc,corrected_sample_10101.nc,Montenegro,2022-03-21,14490.0,398,116,2022/Montenegro/corrected_sample_10101.nc
../data/raw/dataset_64_64_all_10days_final/2022/France/corrected_sample_10636.nc,corrected_sample_10636.nc,France,2022-08-08,14365.0,115,115,2022/France/corrected_sample_10636.nc
../data/raw/dataset_64_64_all_10days_final/2022/Portugal/corrected_sample_10294.nc,corrected_sample_10294.nc,Portugal,2022-07-14,14240.0,276,162,2022/Portugal/corrected_sample_10294.nc
../data/raw/dataset_64_64_all_10days_final/2022/Spain/corrected_sample_10328.nc,corrected_sample_10328.nc,Spain,2022-06-17,14115.0,123,113,2022/Spain/corrected_sample_10328.nc
../data/raw/dataset_64_64_all_10days_final/2022/Romania/corrected_sample_10790.nc,corrected_sample_10790.nc,Romania,2022-01-21,13991.0,137,112,2022/Romania/corrected_sample_10790.nc
../data/raw/dataset_64_64_all_10days_final/2022/Romania/corrected_sample_10797.nc,corrected_sample_10797.nc,Romania,2022-03-20,13866.0,180,111,2022/Romania/corrected_sample_10797.nc
../data/raw/dataset_64_64_all_10days_final/2022/Romania/corrected_sample_10066.nc,corrected_sample_10066.nc,Romania,2022-03-27,13741.0,325,110,2022/Romania/corrected_sample_10066.nc
../data/raw/dataset_64_64_all_10days_final/2022/Bosnia & Herzegovina/corrected_sample_9947.nc,corrected_sample_9947.nc,Bosnia & Herzegovina,2022-03-19,13491.0,177,108,2022/Bosnia & Herzegovina/corrected_sample_9947.nc
../data/raw/dataset_64_64_all_10days_final/2022/Bosnia & Herzegovina/corrected_sample_10007.nc,corrected_sample_10007.nc,Bosnia & Herzegovina,2022-03-19,13491.0,193,108,2022/Bosnia & Herzegovina/corrected_sample_10007.nc
../data/raw/dataset_64_64_all_10days_final/2022/Ukraine/corrected_sample_10004.nc,corrected_sample_10004.nc,Ukraine,2022-03-30,13116.0,233,110,2022/Ukraine/corrected_sample_10004.nc
../data/raw/dataset_64_64_all_10days_final/2022/Romania/corrected_sample_9911.nc,corrected_sample_9911.nc,Romania,2022-03-20,13116.0,222,105,2022/Romania/corrected_sample_9911.nc
../data/raw/dataset_64_64_all_10days_final/2022/Portugal/corrected_sample_10735.nc,corrected_sample_10735.nc,Portugal,2022-08-20,13116.0,147,105,2022/Portugal/corrected_sample_10735.nc
../data/raw/dataset_64_64_all_10days_final/2022/Ukraine/corrected_sample_10005.nc,corrected_sample_10005.nc,Ukraine,2022-03-27,12242.0,224,109,2022/Ukraine/corrected_sample_10005.nc
../data/raw/dataset_64_64_all_10days_final/2022/Bosnia & Herzegovina/corrected_sample_10059.nc,corrected_sample_10059.nc,Bosnia & Herzegovina,2022-03-21,12242.0,425,108,2022/Bosnia & Herzegovina/corrected_sample_10059.nc
../data/raw/dataset_64_64_all_10days_final/2022/France/corrected_sample_10493.nc,corrected_sample_10493.nc,France,2022-07-11,11117.0,89,89,2022/France/corrected_sample_10493.nc
../data/raw/dataset_64_64_all_10days_final/2022/Romania/corrected_sample_10786.nc,corrected_sample_10786.nc,Romania,2022-01-15,10993.0,113,88,2022/Romania/corrected_sample_10786.nc
../data/raw/dataset_64_64_all_10days_final/2022/Romania/corrected_sample_9782.nc,corrected_sample_9782.nc,Romania,2022-01-15,10993.0,113,88,2022/Romania/corrected_sample_9782.nc
../data/raw/dataset_64_64_all_10days_final/2022/Ukraine/corrected_sample_10341.nc,corrected_sample_10341.nc,Ukraine,2022-07-01,10743.0,189,86,2022/Ukraine/corrected_sample_10341.nc
../data/raw/dataset_64_64_all_10days_final/2022/Spain/corrected_sample_10767.nc,corrected_sample_10767.nc,Spain,2022-09-07,10743.0,86,86,2022/Spain/corrected_sample_10767.nc
../data/raw/dataset_64_64_all_10days_final/2022/Ukraine/corrected_sample_9988.nc,corrected_sample_9988.nc,Ukraine,2022-07-01,10618.0,184,85,2022/Ukraine/corrected_sample_9988.nc
../data/raw/dataset_64_64_all_10days_final/2022/Portugal/corrected_sample_10331.nc,corrected_sample_10331.nc,Portugal,2022-07-11,10368.0,90,83,2022/Portugal/corrected_sample_10331.nc
../data/raw/dataset_64_64_all_10days_final/2022/Romania/corrected_sample_10090.nc,corrected_sample_10090.nc,Romania,2022-03-23,10368.0,201,83,2022/Romania/corrected_sample_10090.nc
../data/raw/dataset_64_64_all_10days_final/2022/Portugal/corrected_sample_10334.nc,corrected_sample_10334.nc,Portugal,2022-07-11,10368.0,90,83,2022/Portugal/corrected_sample_10334.nc
../data/raw/dataset_64_64_all_10days_final/2022/Portugal/corrected_sample_10405.nc,corrected_sample_10405.nc,Portugal,2022-07-11,10368.0,90,83,2022/Portugal/corrected_sample_10405.nc
../data/raw/dataset_64_64_all_10days_final/2022/Italy/corrected_sample_10347.nc,corrected_sample_10347.nc,Italy,2022-07-16,10118.0,81,81,2022/Italy/corrected_sample_10347.nc
../data/raw/dataset_64_64_all_10days_final/2022/Spain/corrected_sample_10430.nc,corrected_sample_10430.nc,Spain,2022-07-15,9993.0,80,80,2022/Spain/corrected_sample_10430.nc
../data/raw/dataset_64_64_all_10days_final/2022/Romania/corrected_sample_10009.nc,corrected_sample_10009.nc,Romania,2022-03-22,9868.0,353,123,2022/Romania/corrected_sample_10009.nc
../data/raw/dataset_64_64_all_10days_final/2022/Croatia/corrected_sample_9880.nc,corrected_sample_9880.nc,Croatia,2022-03-20,9743.0,480,124,2022/Croatia/corrected_sample_9880.nc
../data/raw/dataset_64_64_all_10days_final/2022/Bosnia & Herzegovina/corrected_sample_10063.nc,corrected_sample_10063.nc,Bosnia & Herzegovina,2022-03-22,9618.0,450,131,2022/Bosnia & Herzegovina/corrected_sample_10063.nc
../data/raw/dataset_64_64_all_10days_final/2022/Bosnia & Herzegovina/corrected_sample_9894.nc,corrected_sample_9894.nc,Bosnia & Herzegovina,2022-03-22,9618.0,410,77,2022/Bosnia & Herzegovina/corrected_sample_9894.nc
../data/raw/dataset_64_64_all_10days_final/2022/Romania/corrected_sample_10789.nc,corrected_sample_10789.nc,Romania,2022-02-26,9618.0,120,77,2022/Romania/corrected_sample_10789.nc
../data/raw/dataset_64_64_all_10days_final/2022/Ukraine/corrected_sample_10589.nc,corrected_sample_10589.nc,Ukraine,2022-07-30,9618.0,78,77,2022/Ukraine/corrected_sample_10589.nc
../data/raw/dataset_64_64_all_10days_final/2022/Spain/corrected_sample_9905.nc,corrected_sample_9905.nc,Spain,2022-06-07,9369.0,75,75,2022/Spain/corrected_sample_9905.nc
../data/raw/dataset_64_64_all_10days_final/2022/Greece/corrected_sample_10535.nc,corrected_sample_10535.nc,Greece,2022-07-20,9119.0,73,73,2022/Greece/corrected_sample_10535.nc
../data/raw/dataset_64_64_all_10days_final/2022/Romania/corrected_sample_10791.nc,corrected_sample_10791.nc,Romania,2022-02-26,9119.0,110,73,2022/Romania/corrected_sample_10791.nc
../data/raw/dataset_64_64_all_10days_final/2022/Romania/corrected_sample_10089.nc,corrected_sample_10089.nc,Romania,2022-03-23,9119.0,174,73,2022/Romania/corrected_sample_10089.nc
../data/raw/dataset_64_64_all_10days_final/2022/Romania/corrected_sample_10793.nc,corrected_sample_10793.nc,Romania,2022-02-26,9119.0,75,73,2022/Romania/corrected_sample_10793.nc
../data/raw/dataset_64_64_all_10days_final/2022/Bosnia & Herzegovina/corrected_sample_9897.nc,corrected_sample_9897.nc,Bosnia & Herzegovina,2022-03-22,8994.0,522,111,2022/Bosnia & Herzegovina/corrected_sample_9897.nc
../data/raw/dataset_64_64_all_10days_final/2022/Montenegro/corrected_sample_10074.nc,corrected_sample_10074.nc,Montenegro,2022-03-21,8994.0,146,72,2022/Montenegro/corrected_sample_10074.nc
../data/raw/dataset_64_64_all_10days_final/2022/Ukraine/corrected_sample_9702.nc,corrected_sample_9702.nc,Ukraine,2022-03-23,8994.0,170,98,2022/Ukraine/corrected_sample_9702.nc
../data/raw/dataset_64_64_all_10days_final/2022/Bosnia & Herzegovina/corrected_sample_10102.nc,corrected_sample_10102.nc,Bosnia & Herzegovina,2022-03-22,8619.0,381,122,2022/Bosnia & Herzegovina/corrected_sample_10102.nc
../data/raw/dataset_64_64_all_10days_final/2022/Portugal/corrected_sample_9727.nc,corrected_sample_9727.nc,Portugal,2022-01-27,8619.0,187,69,2022/Portugal/corrected_sample_9727.nc
../data/raw/dataset_64_64_all_10days_final/2022/Bosnia & Herzegovina/corrected_sample_9931.nc,corrected_sample_9931.nc,Bosnia & Herzegovina,2022-03-22,8619.0,293,74,2022/Bosnia & Herzegovina/corrected_sample_9931.nc
../data/raw/dataset_64_64_all_10days_final/2022/Portugal/corrected_sample_9703.nc,corrected_sample_9703.nc,Portugal,2022-01-27,8619.0,199,69,2022/Portugal/corrected_sample_9703.nc
../data/raw/dataset_64_64_all_10days_final/2022/Algeria/corrected_sample_10742.nc,corrected_sample_10742.nc,Algeria,2022-08-16,8494.0,110,68,2022/Algeria/corrected_sample_10742.nc
../data/raw/dataset_64_64_all_10days_final/2022/Spain/corrected_sample_9829.nc,corrected_sample_9829.nc,Spain,2022-02-28,8494.0,91,68,2022/Spain/corrected_sample_9829.nc
../data/raw/dataset_64_64_all_10days_final/2022/Ukraine/corrected_sample_10125.nc,corrected_sample_10125.nc,Ukraine,2022-05-05,8369.0,80,67,2022/Ukraine/corrected_sample_10125.nc
../data/raw/dataset_64_64_all_10days_final/2022/Algeria/corrected_sample_10720.nc,corrected_sample_10720.nc,Algeria,2022-08-16,8369.0,110,67,2022/Algeria/corrected_sample_10720.nc
../data/raw/dataset_64_64_all_10days_final/2022/Spain/corrected_sample_10638.nc,corrected_sample_10638.nc,Spain,2022-08-08,8369.0,79,67,2022/Spain/corrected_sample_10638.nc
../data/raw/dataset_64_64_all_10days_final/2022/Spain/corrected_sample_10490.nc,corrected_sample_10490.nc,Spain,2022-08-23,8244.0,71,66,2022/Spain/corrected_sample_10490.nc
../data/raw/dataset_64_64_all_10days_final/2022/Ukraine/corrected_sample_10371.nc,corrected_sample_10371.nc,Ukraine,2022-07-06,8244.0,167,66,2022/Ukraine/corrected_sample_10371.nc
../data/raw/dataset_64_64_all_10days_final/2022/Turkey/corrected_sample_10286.nc,corrected_sample_10286.nc,Turkey,2022-06-20,8244.0,66,66,2022/Turkey/corrected_sample_10286.nc
../data/raw/dataset_64_64_all_10days_final/2022/Ukraine/corrected_sample_10363.nc,corrected_sample_10363.nc,Ukraine,2022-07-06,8244.0,166,66,2022/Ukraine/corrected_sample_10363.nc
../data/raw/dataset_64_64_all_10days_final/2022/Ukraine/corrected_sample_9946.nc,corrected_sample_9946.nc,Ukraine,2022-05-05,8120.0,65,65,2022/Ukraine/corrected_sample_9946.nc
../data/raw/dataset_64_64_all_10days_final/2022/Romania/corrected_sample_10002.nc,corrected_sample_10002.nc,Romania,2022-04-04,8120.0,125,65,2022/Romania/corrected_sample_10002.nc
../data/raw/dataset_64_64_all_10days_final/2022/Portugal/corrected_sample_10449.nc,corrected_sample_10449.nc,Portugal,2022-07-06,8120.0,65,65,2022/Portugal/corrected_sample_10449.nc
../data/raw/dataset_64_64_all_10days_final/2022/Bosnia & Herzegovina/corrected_sample_10204.nc,corrected_sample_10204.nc,Bosnia & Herzegovina,2022-03-23,7995.0,394,145,2022/Bosnia & Herzegovina/corrected_sample_10204.nc
../data/raw/dataset_64_64_all_10days_final/2022/Bosnia & Herzegovina/corrected_sample_10795.nc,corrected_sample_10795.nc,Bosnia & Herzegovina,2022-03-21,7995.0,406,77,2022/Bosnia & Herzegovina/corrected_sample_10795.nc
../data/raw/dataset_64_64_all_10days_final/2022/Croatia/corrected_sample_10064.nc,corrected_sample_10064.nc,Croatia,2022-03-23,7995.0,198,64,2022/Croatia/corrected_sample_10064.nc
../data/raw/dataset_64_64_all_10days_final/2022/Spain/corrected_sample_10565.nc,corrected_sample_10565.nc,Spain,2022-08-03,7870.0,63,63,2022/Spain/corrected_sample_10565.nc
../data/raw/dataset_64_64_all_10days_final/2022/Montenegro/corrected_sample_9937.nc,corrected_sample_9937.nc,Montenegro,2022-03-21,7745.0,172,62,2022/Montenegro/corrected_sample_9937.nc
../data/raw/dataset_64_64_all_10days_final/2022/Montenegro/corrected_sample_9986.nc,corrected_sample_9986.nc,Montenegro,2022-03-21,7745.0,119,62,2022/Montenegro/corrected_sample_9986.nc
../data/raw/dataset_64_64_all_10days_final/2022/Romania/corrected_sample_10174.nc,corrected_sample_10174.nc,Romania,2022-03-23,7745.0,390,122,2022/Romania/corrected_sample_10174.nc
../data/raw/dataset_64_64_all_10days_final/2022/Bosnia & Herzegovina/corrected_sample_10181.nc,corrected_sample_10181.nc,Bosnia & Herzegovina,2022-03-23,7620.0,285,62,2022/Bosnia & Herzegovina/corrected_sample_10181.nc
../data/raw/dataset_64_64_all_10days_final/2022/France/corrected_sample_10564.nc,corrected_sample_10564.nc,France,2022-09-12,7620.0,64,61,2022/France/corrected_sample_10564.nc
../data/raw/dataset_64_64_all_10days_final/2022/Romania/corrected_sample_9936.nc,corrected_sample_9936.nc,Romania,2022-03-23,7495.0,227,77,2022/Romania/corrected_sample_9936.nc
../data/raw/dataset_64_64_all_10days_final/2022/Romania/corrected_sample_9957.nc,corrected_sample_9957.nc,Romania,2022-03-23,7495.0,159,60,2022/Romania/corrected_sample_9957.nc
../data/raw/dataset_64_64_all_10days_final/2022/Portugal/corrected_sample_10379.nc,corrected_sample_10379.nc,Portugal,2022-07-06,7370.0,62,59,2022/Portugal/corrected_sample_10379.nc
../data/raw/dataset_64_64_all_10days_final/2022/Montenegro/corrected_sample_10210.nc,corrected_sample_10210.nc,Montenegro,2022-03-23,7370.0,216,68,2022/Montenegro/corrected_sample_10210.nc
../data/raw/dataset_64_64_all_10days_final/2022/Spain/corrected_sample_9722.nc,corrected_sample_9722.nc,Spain,2022-01-27,7370.0,76,59,2022/Spain/corrected_sample_9722.nc
../data/raw/dataset_64_64_all_10days_final/2022/Romania/corrected_sample_10158.nc,corrected_sample_10158.nc,Romania,2022-03-23,7370.0,163,59,2022/Romania/corrected_sample_10158.nc
../data/raw/dataset_64_64_all_10days_final/2022/Algeria/corrected_sample_10725.nc,corrected_sample_10725.nc,Algeria,2022-08-16,7245.0,100,58,2022/Algeria/corrected_sample_10725.nc
../data/raw/dataset_64_64_all_10days_final/2022/Romania/corrected_sample_10194.nc,corrected_sample_10194.nc,Romania,2022-03-23,7120.0,144,57,2022/Romania/corrected_sample_10194.nc
../data/raw/dataset_64_64_all_10days_final/2022/Serbia/corrected_sample_9962.nc,corrected_sample_9962.nc,Serbia,2022-03-23,7120.0,92,57,2022/Serbia/corrected_sample_9962.nc
../data/raw/dataset_64_64_all_10days_final/2022/Ukraine/corrected_sample_9998.nc,corrected_sample_9998.nc,Ukraine,2022-07-02,7120.0,178,66,2022/Ukraine/corrected_sample_9998.nc
../data/raw/dataset_64_64_all_10days_final/2022/Ukraine/corrected_sample_10365.nc,corrected_sample_10365.nc,Ukraine,2022-07-02,7120.0,143,57,2022/Ukraine/corrected_sample_10365.nc
../data/raw/dataset_64_64_all_10days_final/2022/Ukraine/corrected_sample_10367.nc,corrected_sample_10367.nc,Ukraine,2022-07-02,7120.0,137,57,2022/Ukraine/corrected_sample_10367.nc
../data/raw/dataset_64_64_all_10days_final/2022/Croatia/corrected_sample_10011.nc,corrected_sample_10011.nc,Croatia,2022-03-23,6870.0,262,103,2022/Croatia/corrected_sample_10011.nc
../data/raw/dataset_64_64_all_10days_final/2022/Croatia/corrected_sample_10441.nc,corrected_sample_10441.nc,Croatia,2022-07-12,6745.0,54,54,2022/Croatia/corrected_sample_10441.nc
../data/raw/dataset_64_64_all_10days_final/2022/Portugal/corrected_sample_9967.nc,corrected_sample_9967.nc,Portugal,2022-08-18,6621.0,53,53,2022/Portugal/corrected_sample_9967.nc
../data/raw/dataset_64_64_all_10days_final/2022/Spain/corrected_sample_10503.nc,corrected_sample_10503.nc,Spain,2022-07-18,6621.0,53,53,2022/Spain/corrected_sample_10503.nc
../data/raw/dataset_64_64_all_10days_final/2022/Spain/corrected_sample_9729.nc,corrected_sample_9729.nc,Spain,2022-01-27,6621.0,152,53,2022/Spain/corrected_sample_9729.nc
../data/raw/dataset_64_64_all_10days_final/2022/Montenegro/corrected_sample_9874.nc,corrected_sample_9874.nc,Montenegro,2022-03-21,6621.0,158,53,2022/Montenegro/corrected_sample_9874.nc
../data/raw/dataset_64_64_all_10days_final/2022/Romania/corrected_sample_9733.nc,corrected_sample_9733.nc,Romania,2022-03-21,6496.0,258,110,2022/Romania/corrected_sample_9733.nc
../data/raw/dataset_64_64_all_10days_final/2022/Romania/corrected_sample_9892.nc,corrected_sample_9892.nc,Romania,2022-02-26,6496.0,84,52,2022/Romania/corrected_sample_9892.nc
../data/raw/dataset_64_64_all_10days_final/2022/Spain/corrected_sample_10318.nc,corrected_sample_10318.nc,Spain,2022-06-17,6496.0,163,111,2022/Spain/corrected_sample_10318.nc
../data/raw/dataset_64_64_all_10days_final/2022/Romania/corrected_sample_10166.nc,corrected_sample_10166.nc,Romania,2022-03-23,6496.0,66,52,2022/Romania/corrected_sample_10166.nc
../data/raw/dataset_64_64_all_10days_final/2022/Ukraine/corrected_sample_10163.nc,corrected_sample_10163.nc,Ukraine,2022-03-18,6496.0,77,52,2022/Ukraine/corrected_sample_10163.nc
../data/raw/dataset_64_64_all_10days_final/2022/Romania/corrected_sample_9885.nc,corrected_sample_9885.nc,Romania,2022-02-26,6496.0,54,52,2022/Romania/corrected_sample_9885.nc
../data/raw/dataset_64_64_all_10days_final/2022/Romania/corrected_sample_10156.nc,corrected_sample_10156.nc,Romania,2022-03-23,6496.0,89,52,2022/Romania/corrected_sample_10156.nc
../data/raw/dataset_64_64_all_10days_final/2022/Romania/corrected_sample_10025.nc,corrected_sample_10025.nc,Romania,2022-03-23,6371.0,323,103,2022/Romania/corrected_sample_10025.nc
../data/raw/dataset_64_64_all_10days_final/2022/Romania/corrected_sample_9891.nc,corrected_sample_9891.nc,Romania,2022-03-23,6371.0,300,132,2022/Romania/corrected_sample_9891.nc
../data/raw/dataset_64_64_all_10days_final/2022/Spain/corrected_sample_10389.nc,corrected_sample_10389.nc,Spain,2022-07-13,6371.0,60,51,2022/Spain/corrected_sample_10389.nc
../data/raw/dataset_64_64_all_10days_final/2022/Bosnia & Herzegovina/corrected_sample_9934.nc,corrected_sample_9934.nc,Bosnia & Herzegovina,2022-03-21,6371.0,197,64,2022/Bosnia & Herzegovina/corrected_sample_9934.nc
../data/raw/dataset_64_64_all_10days_final/2022/Spain/corrected_sample_10088.nc,corrected_sample_10088.nc,Spain,2022-07-24,6371.0,52,51,2022/Spain/corrected_sample_10088.nc
../data/raw/dataset_64_64_all_10days_final/2022/Spain/corrected_sample_10436.nc,corrected_sample_10436.nc,Spain,2022-07-24,6371.0,52,51,2022/Spain/corrected_sample_10436.nc
../data/raw/dataset_64_64_all_10days_final/2022/Spain/corrected_sample_10252.nc,corrected_sample_10252.nc,Spain,2022-06-14,6246.0,50,50,2022/Spain/corrected_sample_10252.nc
../data/raw/dataset_64_64_all_10days_final/2022/Algeria/corrected_sample_10721.nc,corrected_sample_10721.nc,Algeria,2022-08-14,6246.0,267,217,2022/Algeria/corrected_sample_10721.nc
../data/raw/dataset_64_64_all_10days_final/2022/Serbia/corrected_sample_10207.nc,corrected_sample_10207.nc,Serbia,2022-03-23,6246.0,108,50,2022/Serbia/corrected_sample_10207.nc
../data/raw/dataset_64_64_all_10days_final/2022/Bosnia & Herzegovina/corrected_sample_10065.nc,corrected_sample_10065.nc,Bosnia & Herzegovina,2022-03-24,6246.0,480,150,2022/Bosnia & Herzegovina/corrected_sample_10065.nc
